 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;22533491.0;0.0139;1622463102.0;539.568;291.0;0.097;33383.0;0.011;7419644925.0;2.467;8614353225.0;1.16;382.0;0.127;2093192219.0;0.2821;3660261594.0;0.49329999999999996;3006.966597;1.103;2.72551952
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;23853749.0;0.0147;1627764538.0;600.808;356.0;0.131;33129.0;0.012;7362718320.0;2.718;8611680117.0;1.17;383.0;0.141;2104972852.0;0.2859;3690303061.0;0.5012;2709.293843;1.089;2.486930915
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;21885132.0;0.013300000000000001;1642981652.0;515.238;316.0;0.099;33346.0;0.01;7360656900.0;2.308;8612611294.0;1.17;385.0;0.121;2039530129.0;0.2771;3592625588.0;0.48810000000000003;3188.781233;1.104;2.889481623
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;20876056.0;0.0128;1625221152.0;569.335;379.0;0.133;33191.0;0.012;7400480409.0;2.592;8606417225.0;1.16;380.0;0.133;2090572064.0;0.2825;3638663077.0;0.4917;2854.597666;1.093;2.612282995
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;22502880.0;0.0138;1629254098.0;550.39;292.0;0.099;33333.0;0.011;7397248148.0;2.499;8565309703.0;1.16;386.0;0.13;2089514844.0;0.2825;3667248175.0;0.49579999999999996;2960.182395;1.1;2.691129388
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;24960293.0;0.015300000000000001;1628323469.0;495.086;254.0;0.077;33435.0;0.01;7454858882.0;2.267;8567900388.0;1.15;383.0;0.116;2082685740.0;0.27940000000000004;3646383015.0;0.4891;3288.973115;1.106;2.972779236
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;23028097.0;0.0141;1633678119.0;552.358;407.0;0.138;33116.0;0.011;7418919430.0;2.508;8641035953.0;1.16;381.0;0.129;2097394071.0;0.2827;3641644216.0;0.49090000000000006;2957.640996;1.091;2.711951584
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;24203544.0;0.0148;1633634416.0;565.704;388.0;0.134;33168.0;0.011;7490876535.0;2.594;8622851832.0;1.15;380.0;0.132;2153977897.0;0.2875;3704479929.0;0.49450000000000005;2887.789857;1.088;2.65337824
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;25231563.0;0.015300000000000001;1652896749.0;607.917;412.0;0.152;33082.0;0.012;7510141268.0;2.762;8719462934.0;1.16;384.0;0.141;2126194654.0;0.28309999999999996;3689450482.0;0.4913;2718.949141;1.089;2.496967179
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;23317974.0;0.0141;1658624574.0;588.831;392.0;0.139;33139.0;0.012;7460956367.0;2.649;8750249906.0;1.17;383.0;0.136;2109396877.0;0.2827;3655325757.0;0.4899;2816.80777;1.093;2.5764393
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;24196214.0;0.0149;1627890343.0;491.108;285.0;0.086;33430.0;0.01;7539833829.0;2.275;8530948763.0;1.13;383.0;0.116;2189695959.0;0.2904;3797105605.0;0.5036;3314.733124;1.102;3.007456285
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;22364696.0;0.013600000000000001;1646186050.0;594.555;390.0;0.141;33157.0;0.012;7387966858.0;2.668;8696267186.0;1.18;380.0;0.137;2034428326.0;0.2754;3587542903.0;0.48560000000000003;2768.772197;1.093;2.533118718
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;25415104.0;0.015600000000000001;1634406608.0;593.586;400.0;0.145;33115.0;0.012;7480751057.0;2.717;8654551151.0;1.16;385.0;0.14;2140504338.0;0.2861;3684678048.0;0.4926;2753.444565;1.085;2.538768791
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;16;16;10;4000000;20836625.0;0.0128;1627328820.0;580.454;454.0;0.162;33102.0;0.012;7361828070.0;2.626;8633138911.0;1.17;384.0;0.137;2071035504.0;0.2813;3612354192.0;0.4907;2803.547112;1.085;2.582927008
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22184890.0;0.013600000000000001;1636343209.0;586.926;432.0;0.155;33075.0;0.012;7469899927.0;2.679;8684524094.0;1.16;383.0;0.137;2105019930.0;0.2818;3677041286.0;0.49219999999999997;2787.990398;1.085;2.569241502
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21428554.0;0.013000000000000001;1642986785.0;559.597;358.0;0.122;33212.0;0.011;7429172080.0;2.53;8734709022.0;1.18;383.0;0.13;2067936082.0;0.2784;3652616030.0;0.4917;2936.01644;1.097;2.676458868
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24915083.0;0.0151;1654153125.0;508.272;354.0;0.109;33281.0;0.01;7526582838.0;2.313;8778822073.0;1.17;384.0;0.118;2142940316.0;0.2847;3748340854.0;0.498;3254.463593;1.1;2.959459777
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22877748.0;0.0137;1666404341.0;595.263;410.0;0.146;33106.0;0.012;7454164604.0;2.663;8791174092.0;1.18;385.0;0.138;2053589669.0;0.2755;3644867816.0;0.489;2799.443687;1.093;2.560121787
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22862418.0;0.0137;1667501799.0;588.566;399.0;0.141;33069.0;0.012;7452382629.0;2.63;8813225473.0;1.18;381.0;0.134;2048136112.0;0.2748;3623408912.0;0.48619999999999997;2833.161128;1.092;2.593969348
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24097211.0;0.0146;1645874907.0;503.355;296.0;0.091;33366.0;0.01;7555220123.0;2.311;8674357993.0;1.15;384.0;0.117;2154526600.0;0.2852;3785922463.0;0.5011;3269.806437;1.102;2.966175392
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;25085620.0;0.0152;1650364920.0;564.647;399.0;0.137;33206.0;0.011;7598742772.0;2.6;8747822753.0;1.15;384.0;0.131;2199056399.0;0.2894;3789597329.0;0.4987;2922.824929;1.093;2.674398978
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23491551.0;0.0143;1644301645.0;600.485;411.0;0.15;33106.0;0.012;7454990495.0;2.722;8728468774.0;1.17;381.0;0.139;2059778711.0;0.2763;3642234720.0;0.4886;2738.291238;1.088;2.517210351
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21710159.0;0.0132;1644580954.0;591.548;356.0;0.128;33158.0;0.012;7386472652.0;2.657;8712092383.0;1.18;385.0;0.138;2031929142.0;0.2751;3608328735.0;0.4885;2780.129755;1.093;2.543858365
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22309440.0;0.013500000000000002;1647354343.0;577.313;410.0;0.144;33100.0;0.012;7454951217.0;2.613;8739571340.0;1.17;382.0;0.134;2073867342.0;0.2782;3685814495.0;0.49439999999999995;2853.485885;1.092;2.612968841
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22951710.0;0.0141;1631205945.0;512.756;394.0;0.124;33311.0;0.01;7546609666.0;2.372;8670678331.0;1.15;382.0;0.12;2187906715.0;0.2899;3796955691.0;0.5031;3181.250933;1.098;2.898605647
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24260591.0;0.0148;1644295920.0;593.754;408.0;0.147;33147.0;0.012;7439646911.0;2.686;8718974145.0;1.17;385.0;0.139;2085357967.0;0.2803;3657771013.0;0.4917;2769.319574;1.088;2.546442182
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22230425.0;0.0134;1664696877.0;608.097;432.0;0.158;33076.0;0.012;7441396528.0;2.718;8812940442.0;1.18;382.0;0.14;2035366593.0;0.2735;3616981264.0;0.4861;2737.552438;1.09;2.511912597
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23139542.0;0.013999999999999999;1650616533.0;591.867;388.0;0.139;33121.0;0.012;7477665761.0;2.681;8725306253.0;1.17;385.0;0.138;2109711242.0;0.2821;3700716748.0;0.4949;2788.829677;1.089;2.560697093
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22576471.0;0.013600000000000001;1663584870.0;590.376;400.0;0.142;33137.0;0.012;7498692758.0;2.661;8780799370.0;1.17;382.0;0.136;2065300699.0;0.2754;3655885498.0;0.4875;2817.83995;1.097;2.568418601
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22049741.0;0.013500000000000002;1636822102.0;578.271;403.0;0.142;33144.0;0.012;7418592656.0;2.621;8686212123.0;1.17;381.0;0.135;2040776721.0;0.2751;3623691515.0;0.4885;2830.54641;1.093;2.589802604
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23754613.0;0.0144;1647445270.0;566.468;399.0;0.137;33201.0;0.011;7446621642.0;2.56;8661164360.0;1.16;385.0;0.132;2069311981.0;0.2779;3655926562.0;0.491;2908.27692;1.094;2.658579826
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23387459.0;0.0143;1637679532.0;547.011;356.0;0.119;33247.0;0.011;7462731180.0;2.493;8647374045.0;1.16;383.0;0.128;2077682783.0;0.2784;3670053010.0;0.4918;2993.871321;1.096;2.730508433
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22094417.0;0.013300000000000001;1655285395.0;574.571;378.0;0.131;33172.0;0.012;7423610644.0;2.577;8761329438.0;1.18;384.0;0.133;2037905015.0;0.27449999999999997;3644549295.0;0.49090000000000006;2880.906141;1.092;2.637967148
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22269428.0;0.013600000000000001;1642007907.0;610.312;433.0;0.161;33053.0;0.012;7431739585.0;2.762;8699688594.0;1.17;381.0;0.142;2070695721.0;0.2786;3647645594.0;0.49079999999999996;2690.441748;1.085;2.479752198
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22779578.0;0.0137;1662066956.0;595.006;476.0;0.17;33060.0;0.012;7432392053.0;2.661;8794901544.0;1.18;381.0;0.136;2039326711.0;0.27440000000000003;3612660596.0;0.4861;2793.360111;1.092;2.556900135
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;25059432.0;0.0151;1655032210.0;581.623;416.0;0.146;33158.0;0.012;7564396449.0;2.658;8740482161.0;1.16;384.0;0.135;2104503204.0;0.2782;3711697908.0;0.4907;2845.539151;1.094;2.601988245
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23357932.0;0.0141;1650791798.0;567.862;339.0;0.117;33252.0;0.011;7480581555.0;2.573;8738645518.0;1.17;381.0;0.131;2120441251.0;0.28350000000000003;3674207929.0;0.49119999999999997;2907.027882;1.097;2.650376996
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23022449.0;0.013999999999999999;1640256219.0;543.371;323.0;0.107;33291.0;0.011;7464677932.0;2.473;8751066917.0;1.17;381.0;0.126;2111672440.0;0.2829;3680116899.0;0.493;3018.668947;1.1;2.743204281
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24381846.0;0.0147;1658580780.0;515.114;331.0;0.103;33328.0;0.01;7544883090.0;2.343;8737813308.0;1.16;381.0;0.118;2130000651.0;0.2823;3725932921.0;0.4938;3219.834898;1.104;2.91775436
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22680428.0;0.013600000000000001;1667332366.0;600.475;464.0;0.167;33092.0;0.012;7522126247.0;2.709;8816934554.0;1.17;385.0;0.139;2126966821.0;0.2828;3723677840.0;0.495;2776.691269;1.09;2.546493267
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22279534.0;0.0134;1658802151.0;550.092;326.0;0.108;33325.0;0.011;7489677226.0;2.484;8750617035.0;1.17;384.0;0.127;2095213592.0;0.2797;3685569609.0;0.4921;3015.499047;1.103;2.734493329
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24065801.0;0.0146;1650566338.0;590.775;443.0;0.159;33112.0;0.012;7482944927.0;2.678;8718343255.0;1.17;381.0;0.136;2088566275.0;0.2791;3687989486.0;0.4929;2793.900982;1.088;2.568949037
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23056979.0;0.013999999999999999;1650040412.0;586.734;444.0;0.158;33085.0;0.012;7500873559.0;2.667;8719418274.0;1.16;381.0;0.135;2095180936.0;0.2793;3692345053.0;0.49229999999999996;2812.244665;1.087;2.586243494
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21437472.0;0.0131;1636226662.0;602.35;348.0;0.128;33151.0;0.012;7370699397.0;2.713;8634730095.0;1.17;383.0;0.141;2015039414.0;0.2734;3591609584.0;0.48729999999999996;2716.404351;1.091;2.488961016
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21414730.0;0.0129;1664043161.0;593.702;378.0;0.135;33150.0;0.012;7404012253.0;2.642;8799637496.0;1.19;384.0;0.137;2059981141.0;0.2782;3642859873.0;0.49200000000000005;2802.827233;1.095;2.560376208
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23189651.0;0.0141;1640076211.0;522.925;290.0;0.092;33415.0;0.011;7425398651.0;2.368;8729471671.0;1.18;384.0;0.122;2072464690.0;0.2791;3688566291.0;0.49670000000000003;3136.352971;1.106;2.836429835
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23216799.0;0.0141;1646342367.0;590.945;391.0;0.14;33082.0;0.012;7508266380.0;2.695;8734715631.0;1.16;384.0;0.138;2118793896.0;0.2822;3670122890.0;0.4888;2785.947477;1.088;2.560945053
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;25199984.0;0.0154;1632936576.0;538.928;325.0;0.107;33372.0;0.011;7438786680.0;2.455;8620644313.0;1.16;386.0;0.127;2080356430.0;0.2797;3662111931.0;0.49229999999999996;3029.970335;1.097;2.762584433
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23298486.0;0.014199999999999999;1639120723.0;604.86;491.0;0.181;33082.0;0.012;7495183710.0;2.766;8692471244.0;1.16;385.0;0.142;2105720473.0;0.2809;3696995639.0;0.4932;2709.918232;1.082;2.504629882
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22833224.0;0.0139;1639665375.0;591.802;452.0;0.163;33064.0;0.012;7514521340.0;2.712;8687747076.0;1.16;386.0;0.139;2155661600.0;0.2869;3721919511.0;0.4953;2770.630169;1.08;2.564527455
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23036444.0;0.013999999999999999;1651350573.0;579.286;418.0;0.147;33187.0;0.012;7561169222.0;2.652;8725513186.0;1.15;381.0;0.134;2151599737.0;0.2846;3768651636.0;0.4984;2850.665014;1.088;2.620807082
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23582069.0;0.0141;1672046156.0;567.9;413.0;0.14;33102.0;0.011;7593683802.0;2.579;8801954789.0;1.16;382.0;0.13;2159995832.0;0.2844;3765178300.0;0.49579999999999996;2944.260678;1.093;2.69264581
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23485183.0;0.0141;1660395219.0;539.408;343.0;0.111;33327.0;0.011;7512887256.0;2.441;8758896792.0;1.17;385.0;0.125;2109300441.0;0.2808;3702076247.0;0.4928;3078.182758;1.101;2.795474024
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23092943.0;0.013999999999999999;1652157054.0;595.967;491.0;0.177;33051.0;0.012;7454691221.0;2.689;8749786050.0;1.17;379.0;0.137;2064025027.0;0.27690000000000003;3643452952.0;0.48869999999999997;2772.229195;1.083;2.560684026
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23498287.0;0.0143;1644088186.0;600.458;473.0;0.173;33071.0;0.012;7458583454.0;2.724;8726055638.0;1.17;382.0;0.14;2102111481.0;0.2818;3669762270.0;0.49200000000000005;2738.058997;1.082;2.529734527
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;24671800.0;0.0151;1639008444.0;571.117;465.0;0.162;33078.0;0.012;7465101502.0;2.601;8692982511.0;1.16;382.0;0.133;2065167106.0;0.2766;3642355910.0;0.4879;2869.829251;1.087;2.639499858
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;20929144.0;0.0126;1666353023.0;611.489;386.0;0.142;33091.0;0.012;7447218307.0;2.733;8784196019.0;1.18;383.0;0.141;2054597455.0;0.2759;3651640122.0;0.4903;2725.074432;1.091;2.497608681
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21251379.0;0.013000000000000001;1639362853.0;569.918;376.0;0.131;33223.0;0.012;7393643560.0;2.57;8681819036.0;1.17;384.0;0.133;2041043950.0;0.2761;3613847593.0;0.4888;2876.489233;1.093;2.631490432
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22327760.0;0.0134;1662593624.0;603.028;389.0;0.141;33101.0;0.012;7462528481.0;2.707;8796692962.0;1.18;384.0;0.139;2062937857.0;0.2764;3656728563.0;0.49;2757.073646;1.093;2.521675743
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;21859493.0;0.0132;1652520367.0;617.136;441.0;0.165;33067.0;0.012;7409896138.0;2.767;8763063292.0;1.18;383.0;0.143;2035165035.0;0.2747;3616798359.0;0.48810000000000003;2677.723035;1.088;2.461792174
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22664581.0;0.013600000000000001;1662139943.0;533.467;468.0;0.15;33150.0;0.011;7489245835.0;2.404;8777736193.0;1.17;385.0;0.124;2045951696.0;0.2732;3773818392.0;0.5039;3115.73406;1.099;2.836281053
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;23076854.0;0.0139;1663786932.0;582.488;379.0;0.133;33151.0;0.012;7436408906.0;2.603;8786387940.0;1.18;384.0;0.134;2023774146.0;0.2721;3623057259.0;0.48719999999999997;2856.34426;1.095;2.609201331
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22603444.0;0.0138;1641508762.0;537.099;413.0;0.135;33153.0;0.011;7400300326.0;2.421;8707799747.0;1.18;385.0;0.126;2025035438.0;0.2736;3609388094.0;0.4877;3056.248536;1.094;2.794064722
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;16;64;10;4000000;22451237.0;0.0137;1635716657.0;543.115;299.0;0.099;33358.0;0.011;7419677825.0;2.464;8617121446.0;1.16;383.0;0.127;2048062881.0;0.276;3641974807.0;0.49090000000000006;3011.731826;1.101;2.73631842
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23751193.0;0.014199999999999999;1677639547.0;599.199;404.0;0.144;33103.0;0.012;7601151817.0;2.715;8893793342.0;1.17;381.0;0.136;2021470104.0;0.2659;3732372768.0;0.491;2799.80147;1.088;2.57424706
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;22378722.0;0.0134;1665595313.0;575.173;400.0;0.138;33191.0;0.011;7580289882.0;2.618;8885374423.0;1.17;384.0;0.133;2023098724.0;0.2669;3722202642.0;0.491;2895.814767;1.091;2.653110525
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;24004186.0;0.0144;1672380364.0;577.237;443.0;0.153;33150.0;0.011;7689611929.0;2.654;8892074813.0;1.16;383.0;0.132;2087922048.0;0.27149999999999996;3802817303.0;0.49450000000000005;2897.217837;1.09;2.659183101
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23469775.0;0.0141;1669180646.0;542.177;259.0;0.084;33426.0;0.011;7647732857.0;2.484;8858346528.0;1.16;384.0;0.125;2059697319.0;0.2693;3777677796.0;0.494;3078.662855;1.104;2.787815666
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;24530017.0;0.0148;1660347438.0;528.265;374.0;0.119;33328.0;0.011;7666206890.0;2.439;8860865398.0;1.16;384.0;0.122;2111682732.0;0.2755;3791066601.0;0.49450000000000005;3143.021694;1.095;2.869946894
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21778812.0;0.013000000000000001;1670502141.0;599.868;415.0;0.149;33099.0;0.012;7566772547.0;2.717;8856247696.0;1.17;381.0;0.137;2020484817.0;0.267;3732906359.0;0.49329999999999996;2784.780634;1.086;2.564523185
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21341576.0;0.0128;1673749163.0;520.208;303.0;0.094;33379.0;0.01;7601114209.0;2.362;8852911300.0;1.16;384.0;0.119;2073376934.0;0.2728;3790443621.0;0.4987;3217.461804;1.1;2.926281243
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23319631.0;0.0138;1689385985.0;580.908;389.0;0.134;33212.0;0.011;7670618412.0;2.638;8955922259.0;1.17;383.0;0.132;2065850206.0;0.2693;3784536674.0;0.49340000000000006;2908.182598;1.096;2.654177374
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;23578536.0;0.013999999999999999;1682510822.0;602.465;458.0;0.164;33062.0;0.012;7635198515.0;2.734;8933192648.0;1.17;384.0;0.138;2050862977.0;0.2686;3752376070.0;0.4915;2792.711711;1.083;2.579300235
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 16 -i 256 -r 10 -t 4000000";"dxexmachina_phold";2;16;256;10;4000000;21314431.0;0.0127;1677098267.0;604.843;449.0;0.162;33059.0;0.012;7594044731.0;2.739;8916494741.0;1.17;384.0;0.138;2048249999.0;0.2697;3756315706.0;0.4946;2772.784024;1.084;2.556756871
