 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (85.82%))";"branches";"branches (M/sec                    (85.77%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (85.56%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.31%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (85.47%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;4;1024;10;4000000;10698617.0;0.0123;871778378.0;497.708;126.0;0.072;16827.0;0.01;4011108914.0;2.29;4751445639.0;1.18;205.0;0.117;1005065083.0;0.2506;2053917653.0;0.5121;1751.585317;1.098;1.595653506
"./build/Benchmark/dxexmachina_phold classic -n 4 -s 4 -i 1024 -r 10 -t 4000000";"dxexmachina_phold";4;4;1024;10;4000000;11105717.0;0.0128;868554795.0;554.596;193.0;0.123;16701.0;0.011;4044169342.0;2.582;4733666612.0;1.17;206.0;0.132;971368354.0;0.2402;2038544907.0;0.5041;1566.102585;1.088;1.439654493
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11986167.0;0.0146;819579154.0;568.331;167.0;0.116;17303.0;0.012;3683793658.0;2.554;4400633434.0;1.19;204.0;0.141;1018948533.0;0.2766;1776402289.0;0.48219999999999996;1442.080579;1.097;1.314835702
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;12756454.0;0.0154;830693619.0;606.033;199.0;0.145;17281.0;0.013;3693759585.0;2.695;4445581903.0;1.2;205.0;0.15;1018552400.0;0.2757;1766109563.0;0.4781;1370.706144;1.096;1.250816712
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10839800.0;0.013000000000000001;832235602.0;518.703;149.0;0.093;17454.0;0.011;3690255270.0;2.3;4434469608.0;1.2;207.0;0.129;1012244798.0;0.2743;1773284250.0;0.4805;1604.455297;1.111;1.443811998
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10936717.0;0.013300000000000001;822521353.0;559.246;238.0;0.162;17343.0;0.012;3646307910.0;2.479;4415828395.0;1.21;203.0;0.138;991634254.0;0.272;1728267132.0;0.474;1470.768554;1.098;1.339958292
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11636355.0;0.0143;816034642.0;537.129;173.0;0.114;17410.0;0.011;3679445526.0;2.422;4317550434.0;1.17;205.0;0.135;995118202.0;0.2705;1759174040.0;0.4781;1519.251498;1.105;1.374442431
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;12048064.0;0.0148;813692358.0;546.115;225.0;0.151;17277.0;0.012;3743305647.0;2.512;4394575110.0;1.17;203.0;0.136;1070766038.0;0.28600000000000003;1825118184.0;0.4876;1489.96602;1.094;1.362313365
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11284834.0;0.0137;820980455.0;600.749;172.0;0.126;17291.0;0.013;3669685569.0;2.685;4407013999.0;1.2;204.0;0.149;1013818928.0;0.2763;1757436769.0;0.4789;1366.594653;1.096;1.246878769
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11173015.0;0.013600000000000001;818815744.0;584.641;200.0;0.143;17310.0;0.012;3648396432.0;2.605;4393799243.0;1.2;205.0;0.146;983510091.0;0.2696;1733673361.0;0.4752;1400.545041;1.095;1.279155946
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;12033015.0;0.0148;813080421.0;601.224;213.0;0.158;17276.0;0.013;3669177103.0;2.713;4375846772.0;1.19;205.0;0.152;1008435805.0;0.2748;1763094071.0;0.4805;1352.375456;1.093;1.237807113
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10375391.0;0.0127;818940289.0;546.351;212.0;0.141;17316.0;0.012;3623034406.0;2.417;4399404072.0;1.21;206.0;0.137;972120529.0;0.2683;1718128867.0;0.4742;1498.92829;1.101;1.36106822
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11448878.0;0.0138;832488614.0;593.738;208.0;0.148;17284.0;0.012;3725174854.0;2.657;4454630078.0;1.2;205.0;0.146;1021133307.0;0.2741;1793684171.0;0.4815;1402.115325;1.099;1.276132742
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11576874.0;0.0141;819100454.0;529.947;208.0;0.135;17364.0;0.011;3640468663.0;2.355;4342466699.0;1.19;206.0;0.133;983067578.0;0.27;1725018437.0;0.4738;1545.627342;1.099;1.405795796
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11198807.0;0.013500000000000002;826753682.0;609.098;177.0;0.13;17294.0;0.013;3675842371.0;2.708;4424980753.0;1.2;205.0;0.151;1006937393.0;0.27390000000000003;1764629025.0;0.48009999999999997;1357.341987;1.099;1.235116062
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11831400.0;0.014499999999999999;818483440.0;584.436;185.0;0.132;17345.0;0.012;3676672309.0;2.625;4390316362.0;1.19;205.0;0.146;1019422130.0;0.2773;1789776644.0;0.4868;1400.467674;1.097;1.277168408
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11026149.0;0.013500000000000002;815571557.0;601.759;218.0;0.161;17263.0;0.013;3634413117.0;2.682;4381876241.0;1.21;206.0;0.152;981488545.0;0.2701;1734538145.0;0.47729999999999995;1355.311767;1.089;1.24485956
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11234966.0;0.013600000000000001;824859072.0;594.638;200.0;0.144;17287.0;0.012;3689695238.0;2.66;4402142408.0;1.19;202.0;0.146;1005465449.0;0.2725;1766453031.0;0.4788;1387.160928;1.095;1.266941502
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11440970.0;0.0138;827125725.0;595.102;214.0;0.154;17255.0;0.012;3665881759.0;2.638;4421017546.0;1.21;206.0;0.148;1000069192.0;0.2728;1755666653.0;0.4789;1389.887963;1.093;1.271523816
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11026439.0;0.0134;822907158.0;612.156;197.0;0.147;17282.0;0.013;3652593649.0;2.717;4427681470.0;1.21;204.0;0.152;1002039598.0;0.2743;1749168423.0;0.4789;1344.276606;1.096;1.226802914
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11300267.0;0.0137;827257721.0;623.278;234.0;0.176;17247.0;0.013;3643605991.0;2.745;4429421532.0;1.22;207.0;0.156;974883357.0;0.2676;1714235075.0;0.4705;1327.268891;1.094;1.213563899
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10767672.0;0.013000000000000001;828247838.0;571.312;177.0;0.122;17319.0;0.012;3662789123.0;2.527;4431227249.0;1.21;203.0;0.14;977837107.0;0.267;1736018872.0;0.474;1449.729601;1.104;1.313194846
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11600067.0;0.013999999999999999;827391731.0;521.781;180.0;0.114;17403.0;0.011;3697018680.0;2.331;4372844249.0;1.18;203.0;0.128;1003733661.0;0.27149999999999996;1771609424.0;0.4792;1585.706932;1.106;1.433166951
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11364392.0;0.0137;830166763.0;580.549;232.0;0.162;17271.0;0.012;3676062476.0;2.571;4453047058.0;1.21;206.0;0.144;985041140.0;0.268;1753461222.0;0.47700000000000004;1429.969428;1.094;1.30695721
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11638433.0;0.0141;826094826.0;540.211;193.0;0.126;17394.0;0.011;3644220823.0;2.383;4383940928.0;1.2;205.0;0.134;994358972.0;0.2729;1744996565.0;0.4788;1529.208941;1.11;1.377916522
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11186008.0;0.013500000000000002;831581276.0;596.513;201.0;0.144;17266.0;0.012;3708455200.0;2.66;4446198985.0;1.2;206.0;0.148;1036411137.0;0.27949999999999997;1794853013.0;0.484;1394.070104;1.096;1.271799938
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10598555.0;0.0128;831031390.0;559.729;195.0;0.131;17335.0;0.012;3653894835.0;2.461;4422223075.0;1.21;205.0;0.138;964196118.0;0.2639;1727381589.0;0.4728;1484.703472;1.107;1.341731395
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10973536.0;0.0134;816148608.0;571.22;182.0;0.127;17355.0;0.012;3652986096.0;2.557;4367797796.0;1.2;206.0;0.144;995757589.0;0.2726;1766358521.0;0.48350000000000004;1428.780341;1.101;1.29805044
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11527713.0;0.0141;815750599.0;587.859;208.0;0.15;17269.0;0.012;3675025723.0;2.648;4387855901.0;1.19;206.0;0.148;1013130857.0;0.2757;1762936453.0;0.4797;1387.6627;1.092;1.271313458
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11450505.0;0.0138;829084125.0;607.92;212.0;0.155;17272.0;0.013;3744718276.0;2.746;4436973012.0;1.18;205.0;0.15;1052192963.0;0.281;1816308916.0;0.485;1363.805568;1.092;1.249231099
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11588433.0;0.0141;819614750.0;565.481;233.0;0.161;17300.0;0.012;3680503748.0;2.539;4387929151.0;1.19;205.0;0.141;993149934.0;0.2698;1801006397.0;0.4893;1449.410726;1.096;1.32217154
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11818259.0;0.013999999999999999;844754114.0;589.826;227.0;0.158;17247.0;0.012;3730283126.0;2.605;4520956279.0;1.21;202.0;0.141;1016644762.0;0.2725;1773684665.0;0.4755;1432.208169;1.092;1.311981662
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10955177.0;0.013300000000000001;820976138.0;614.43;226.0;0.169;17246.0;0.013;3639940149.0;2.724;4408752218.0;1.21;207.0;0.155;975855409.0;0.2681;1725752765.0;0.47409999999999997;1336.159268;1.092;1.223942345
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11646236.0;0.0141;824479592.0;548.647;203.0;0.135;17305.0;0.012;3695697869.0;2.459;4393217358.0;1.19;204.0;0.136;1012300121.0;0.27390000000000003;1777442940.0;0.48090000000000005;1502.749645;1.099;1.367503177
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;12399338.0;0.015;826163020.0;590.344;208.0;0.149;17282.0;0.012;3699033995.0;2.643;4422212975.0;1.2;206.0;0.147;1014846333.0;0.27440000000000003;1776801870.0;0.4803;1399.460297;1.095;1.277469758
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10742145.0;0.0131;818705269.0;606.303;209.0;0.155;17335.0;0.013;3655678884.0;2.707;4390047933.0;1.2;206.0;0.153;988113296.0;0.2703;1728594077.0;0.4729;1350.323215;1.091;1.237420239
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10922938.0;0.0131;833383521.0;587.105;207.0;0.146;17283.0;0.012;3686699662.0;2.597;4454008525.0;1.21;207.0;0.146;1013410746.0;0.2749;1777740325.0;0.48219999999999996;1419.479838;1.096;1.294773667
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11559390.0;0.013999999999999999;826943435.0;560.323;205.0;0.139;17306.0;0.012;3689807145.0;2.5;4358604899.0;1.18;203.0;0.138;1006272190.0;0.2727;1769821017.0;0.4797;1475.833535;1.096;1.346209495
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;12953790.0;0.015700000000000002;826319760.0;595.543;170.0;0.123;17305.0;0.012;3712488737.0;2.676;4395285303.0;1.18;206.0;0.148;1015743966.0;0.2736;1778250672.0;0.479;1387.507411;1.101;1.259666627
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11413625.0;0.0138;825277578.0;576.365;198.0;0.138;17278.0;0.012;3697891691.0;2.583;4421897497.0;1.2;206.0;0.144;1037626383.0;0.28059999999999996;1802721780.0;0.4875;1431.865844;1.095;1.308048528
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10210083.0;0.0123;829799238.0;547.922;178.0;0.118;17353.0;0.011;3669790983.0;2.423;4439297956.0;1.21;206.0;0.136;1018229396.0;0.2775;1785584683.0;0.4866;1514.446804;1.108;1.367230061
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11806270.0;0.014199999999999999;830226073.0;590.753;190.0;0.135;17304.0;0.012;3697801813.0;2.631;4438376588.0;1.2;208.0;0.148;1006142239.0;0.2721;1734723954.0;0.46909999999999996;1405.3686;1.101;1.276187386
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11452539.0;0.0139;821175871.0;539.41;215.0;0.141;17357.0;0.011;3650135537.0;2.398;4370936978.0;1.2;206.0;0.135;990011387.0;0.2712;1751708827.0;0.4799;1522.358964;1.103;1.380215995
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10951590.0;0.013500000000000002;808782897.0;564.982;128.0;0.089;17435.0;0.012;3630579991.0;2.536;4339876486.0;1.2;205.0;0.143;986865517.0;0.2718;1727839013.0;0.47590000000000005;1431.519422;1.109;1.290743985
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11115495.0;0.0134;830155932.0;603.667;185.0;0.135;17294.0;0.013;3673556577.0;2.671;4413408011.0;1.2;205.0;0.149;990816918.0;0.2697;1759356663.0;0.4789;1375.188871;1.098;1.252287091
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10149373.0;0.0124;821574456.0;552.748;199.0;0.134;17316.0;0.012;3624317727.0;2.438;4416732516.0;1.22;203.0;0.137;987594456.0;0.2725;1729195201.0;0.4771;1486.344651;1.098;1.353822685
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11350557.0;0.013999999999999999;809727724.0;554.566;206.0;0.141;17353.0;0.012;3641772274.0;2.494;4368072762.0;1.2;204.0;0.14;999255548.0;0.27440000000000003;1763889575.0;0.4843;1460.110418;1.097;1.330760877
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11889071.0;0.0146;813251597.0;584.213;211.0;0.152;17279.0;0.012;3665744022.0;2.633;4399387997.0;1.2;204.0;0.147;1003342372.0;0.2737;1746790505.0;0.4765;1392.046527;1.091;1.275775119
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;10418776.0;0.0127;819273980.0;557.1;208.0;0.141;17295.0;0.012;3669775957.0;2.495;4389408469.0;1.2;206.0;0.14;1018963118.0;0.2777;1771008129.0;0.4826;1470.605432;1.094;1.344848576
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11007483.0;0.013500000000000002;814199683.0;538.733;190.0;0.126;17382.0;0.012;3643596817.0;2.411;4329596006.0;1.19;205.0;0.136;978546720.0;0.2686;1734070505.0;0.47590000000000005;1511.323444;1.102;1.371792768
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11598888.0;0.0143;809835611.0;515.648;153.0;0.097;17431.0;0.011;3683051010.0;2.345;4346466184.0;1.18;207.0;0.132;1031259667.0;0.28;1784896262.0;0.48460000000000003;1570.519024;1.106;1.420288957
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 16 -r 10 -t 4000000";"dxexmachina_phold";2;8;16;10;4000000;11707522.0;0.0144;815271048.0;566.608;169.0;0.117;17323.0;0.012;3666075604.0;2.548;4363579169.0;1.19;202.0;0.14;995699162.0;0.2716;1756176452.0;0.479;1438.861832;1.097;1.311263603
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;10387049.0;0.0126;824451633.0;575.935;170.0;0.119;17292.0;0.012;3675300242.0;2.567;4446135639.0;1.21;206.0;0.144;988373086.0;0.26890000000000003;1747789233.0;0.4756;1431.500055;1.098;1.303461045
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11671467.0;0.014199999999999999;819680559.0;543.588;125.0;0.083;17424.0;0.012;3684403010.0;2.443;4372188302.0;1.19;201.0;0.133;990999844.0;0.26899999999999996;1758911147.0;0.47740000000000005;1507.907954;1.106;1.363474842
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;12070838.0;0.0149;812646147.0;512.894;158.0;0.1;17431.0;0.011;3672466023.0;2.318;4333927063.0;1.18;206.0;0.13;980402108.0;0.267;1782898957.0;0.4855;1584.433301;1.105;1.433579709
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;13264040.0;0.016;826659828.0;530.751;137.0;0.088;17421.0;0.011;3779434658.0;2.427;4394835894.0;1.16;207.0;0.133;1041510950.0;0.2756;1834512145.0;0.4854;1557.527433;1.108;1.405607352
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;12041738.0;0.014499999999999999;831946713.0;586.366;182.0;0.128;17350.0;0.012;3755901056.0;2.647;4443061250.0;1.18;206.0;0.145;1029601581.0;0.2741;1815080532.0;0.4833;1418.818315;1.1;1.289260905
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;10001808.0;0.0121;829317389.0;506.336;183.0;0.112;17417.0;0.011;3650721586.0;2.229;4435271295.0;1.21;205.0;0.125;1005601457.0;0.2755;1757886823.0;0.4815;1637.880057;1.111;1.474889704
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;10470442.0;0.0126;832917214.0;564.004;240.0;0.163;17265.0;0.012;3666306926.0;2.483;4447423290.0;1.21;206.0;0.139;985739435.0;0.26890000000000003;1758919628.0;0.47979999999999995;1476.791981;1.094;1.350285458
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11633276.0;0.0141;824128309.0;544.642;209.0;0.138;17353.0;0.011;3715633769.0;2.456;4433296701.0;1.19;206.0;0.136;1000436947.0;0.2693;1800043147.0;0.48450000000000004;1513.156125;1.102;1.372487827
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11781187.0;0.0144;818764888.0;549.598;200.0;0.134;17412.0;0.012;3677704665.0;2.469;4406001519.0;1.2;201.0;0.135;986863858.0;0.2683;1722621341.0;0.46840000000000004;1489.751768;1.104;1.349823827
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11329963.0;0.013600000000000001;831668160.0;555.62;166.0;0.111;17384.0;0.012;3766121586.0;2.516;4393633309.0;1.17;205.0;0.137;1059149626.0;0.2812;1869560715.0;0.4964;1496.829241;1.103;1.357634601
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11377497.0;0.0139;815697994.0;551.868;128.0;0.087;17463.0;0.012;3650570889.0;2.47;4383987742.0;1.2;206.0;0.139;984051395.0;0.2696;1755419068.0;0.48090000000000005;1478.068157;1.107;1.335586392
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;12128533.0;0.0147;826859887.0;576.423;260.0;0.181;17263.0;0.012;3829492967.0;2.67;4453031802.0;1.16;207.0;0.144;1093651833.0;0.28559999999999997;1884599669.0;0.4921;1434.466241;1.09;1.31572172
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11013746.0;0.0131;841773007.0;592.945;193.0;0.136;17313.0;0.012;3783491029.0;2.665;4515478110.0;1.19;207.0;0.146;1033171279.0;0.2731;1821519981.0;0.4814;1419.647855;1.098;1.292558951
"./build/Benchmark/dxexmachina_phold classic -n 2 -s 8 -i 64 -r 10 -t 4000000";"dxexmachina_phold";2;8;64;10;4000000;11027012.0;0.0132;837460073.0;586.985;202.0;0.142;17288.0;0.012;3684471431.0;2.582;4462512204.0;1.21;206.0;0.144;983688355.0;0.267;1757777012.0;0.4771;1426.715;1.098;1.298847874
