 "command";"executable";"nodes";"atomics/node";"iterations";"% remotes";"end time" ;"branch-misses";"branch-misses (of all branches          (83.33%))";"branches";"branches (M/sec                    (83.35%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (83.35%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (66.70%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (83.35%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3054665.0;0.0038;798477984.0;803.444;2.0;0.002;0.0;0.0;2937336820.0;2.956;5605313039.0;1.91;128.0;0.129;350394817.0;0.1193;1004243147.0;0.3419;993.819088;1.001;0.993038112
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3067013.0;0.0038;798656836.0;781.636;2.0;0.002;0.0;0.0;2935721035.0;2.873;5601771885.0;1.91;125.0;0.122;350789893.0;0.1195;1003172738.0;0.3417;1021.77597;1.001;1.020954004
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3069623.0;0.0038;798546982.0;808.38;2.0;0.002;0.0;0.0;2935560643.0;2.972;5589097721.0;1.9;129.0;0.131;350014735.0;0.1192;1002961303.0;0.3417;987.835721;1.001;0.987017064
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3071629.0;0.0038;798555612.0;809.08;1.0;0.001;0.0;0.0;2935498217.0;2.974;5594141558.0;1.91;127.0;0.129;350343521.0;0.1193;1003193360.0;0.3417;986.991904;1.001;0.986166841
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3071641.0;0.0038;798653365.0;794.685;1.0;0.001;0.0;0.0;2937782183.0;2.923;5594269505.0;1.9;129.0;0.128;350518070.0;0.1193;1005606573.0;0.3423;1004.993919;1.001;1.0041766
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065368.0;0.0038;798612613.0;773.612;1.0;0.001;0.0;0.0;2929189767.0;2.837;5605599304.0;1.91;129.0;0.125;350992355.0;0.1198;1003134077.0;0.3425;1032.316074;1.001;1.031467149
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3073641.0;0.0038;798506333.0;789.365;2.0;0.002;0.0;0.0;3006403661.0;2.972;5604984108.0;1.86;128.0;0.127;353040268.0;0.1174;1183270688.0;0.3936;1011.580985;1.001;1.010732158
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065252.0;0.0038;798499419.0;796.85;1.0;0.001;0.0;0.0;2937579880.0;2.932;5605085154.0;1.91;129.0;0.129;350232141.0;0.1192;1004676579.0;0.342;1002.070363;1.001;1.001232508
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3062316.0;0.0038;798652294.0;757.131;1.0;0.001;0.0;0.0;2937917838.0;2.785;5605775702.0;1.91;126.0;0.119;352389088.0;0.1199;1005683883.0;0.3423;1054.840614;1.001;1.053941683
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3063212.0;0.0038;798696768.0;781.141;2.0;0.002;0.0;0.0;2935783505.0;2.871;5598629594.0;1.91;129.0;0.126;350965416.0;0.1195;1003585241.0;0.3418;1022.474849;1.001;1.021661265
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3066866.0;0.0038;798657667.0;757.449;2.0;0.002;0.0;0.0;2936572196.0;2.785;5605747830.0;1.91;128.0;0.121;351129785.0;0.11960000000000001;1004156490.0;0.3419;1054.404777;1.001;1.053543079
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3073719.0;0.0038;798660065.0;757.468;1.0;0.001;0.0;0.0;2936535905.0;2.785;5605651746.0;1.91;127.0;0.12;351030311.0;0.1195;1003609211.0;0.3418;1054.381809;1.001;1.053482439
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3068915.0;0.0038;798677579.0;756.851;2.0;0.002;0.0;0.0;2939057157.0;2.785;5605843123.0;1.91;130.0;0.123;353013553.0;0.1201;1006260669.0;0.34240000000000004;1055.264508;1.001;1.054378749
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065260.0;0.0038;798506451.0;756.512;2.0;0.002;0.0;0.0;2936144849.0;2.782;5604441240.0;1.91;130.0;0.123;350318705.0;0.1193;1004087204.0;0.342;1055.510444;1.001;1.05465052
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065580.0;0.0038;798600827.0;810.153;3.0;0.003;0.0;0.0;2936684050.0;2.979;5601401368.0;1.91;128.0;0.13;350767651.0;0.11939999999999999;1004196330.0;0.3419;985.7409;1.001;0.984959419
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3063233.0;0.0038;798626685.0;783.0;1.0;0.001;0.0;0.0;2936397956.0;2.879;5605641314.0;1.91;131.0;0.128;349964179.0;0.1192;1003858150.0;0.3419;1019.958029;1.001;1.019094752
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3107789.0;0.0039000000000000003;798587200.0;756.993;1.0;0.001;0.0;0.0;2936792123.0;2.784;5606016817.0;1.91;129.0;0.122;350806430.0;0.1195;1003900330.0;0.3418;1054.946871;1.001;1.054046231
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065279.0;0.0038;798677683.0;757.642;1.0;0.001;0.0;0.0;2935989531.0;2.785;5605663388.0;1.91;130.0;0.123;350897737.0;0.1195;1003384318.0;0.3418;1054.162672;1.001;1.053291888
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065851.0;0.0038;798520663.0;824.445;1.0;0.001;0.0;0.0;2935099636.0;3.03;5596285971.0;1.91;128.0;0.132;349992847.0;0.1192;1002573785.0;0.34159999999999996;968.555804;1.001;0.967778441
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3068994.0;0.0038;798562767.0;808.219;2.0;0.002;0.0;0.0;2936751655.0;2.972;5604826266.0;1.91;124.0;0.125;350720087.0;0.11939999999999999;1003940759.0;0.3419;988.052572;1.001;0.987280349
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3071330.0;0.0038;798674018.0;757.276;1.0;0.001;0.0;0.0;2937169704.0;2.785;5605665083.0;1.91;126.0;0.119;350945272.0;0.1195;1004616378.0;0.342;1054.667094;1.001;1.053773964
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3064524.0;0.0038;798651079.0;757.412;2.0;0.002;0.0;0.0;2936726927.0;2.785;5605795415.0;1.91;129.0;0.122;350581831.0;0.11939999999999999;1004383875.0;0.342;1054.447744;1.001;1.053564119
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065661.0;0.0038;797209804.0;791.003;1.0;0.001;0.0;0.0;2936048371.0;2.913;5605228574.0;1.91;129.0;0.128;350757954.0;0.1195;1003518552.0;0.3418;1007.847329;1.001;1.00700085
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3065011.0;0.0038;798649404.0;757.597;2.0;0.002;0.0;0.0;2935995152.0;2.785;5605819982.0;1.91;126.0;0.12;350847019.0;0.1195;1003163102.0;0.3417;1054.187046;1.001;1.053300559
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 64 -r 10 -t 4000000";"adevs_phold";2;2;64;10;4000000;3070629.0;0.0038;798600368.0;780.161;1.0;0.001;0.0;0.0;2941428521.0;2.874;5591814300.0;1.9;125.0;0.122;350105277.0;0.11900000000000001;1008733945.0;0.3429;1023.63473;1.001;1.022764437
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067246.0;0.0037;838058699.0;757.039;1.0;0.001;0.0;0.0;3185599518.0;2.878;5841963883.0;1.83;131.0;0.118;351155069.0;0.11019999999999999;1172578994.0;0.36810000000000004;1107.021254;1.001;1.10609524
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3082727.0;0.0037;837142981.0;744.586;2.0;0.002;0.0;0.0;3190412823.0;2.838;5838993738.0;1.83;131.0;0.117;351720634.0;0.11019999999999999;1175940998.0;0.3686;1124.306081;1.001;1.123614159
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065632.0;0.0037;837912262.0;783.006;1.0;0.001;0.0;0.0;3181655189.0;2.973;5841395977.0;1.84;124.0;0.116;351431394.0;0.1105;1169162779.0;0.3675;1070.122724;1.001;1.069211075
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065345.0;0.0037;838011258.0;783.378;1.0;0.001;0.0;0.0;3181635182.0;2.974;5842002854.0;1.84;126.0;0.118;349155222.0;0.1097;1169382705.0;0.3675;1069.741285;1.001;1.068840319
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065132.0;0.0037;837948265.0;808.183;3.0;0.003;0.0;0.0;3180345777.0;3.067;5841264806.0;1.84;130.0;0.125;350458281.0;0.11019999999999999;1168715972.0;0.3675;1036.82972;1.001;1.036001029
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066343.0;0.0037;837910896.0;782.724;2.0;0.002;0.0;0.0;3182593703.0;2.973;5841996393.0;1.84;128.0;0.12;351294066.0;0.1104;1169705205.0;0.3675;1070.506699;1.001;1.069621726
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3073485.0;0.0037;837911595.0;782.834;1.0;0.001;0.0;0.0;3181930545.0;2.973;5841035171.0;1.84;129.0;0.121;351253666.0;0.1104;1168949743.0;0.3674;1070.356473;1.001;1.06944759
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3064539.0;0.0037;838054243.0;733.213;1.0;0.001;0.0;0.0;3183309426.0;2.785;5842131398.0;1.84;129.0;0.113;351190674.0;0.1103;1169999177.0;0.3675;1142.988896;1.001;1.141999773
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3068089.0;0.0037;837566766.0;730.003;1.0;0.001;0.0;0.0;3187150648.0;2.778;5837995660.0;1.83;129.0;0.112;350567161.0;0.11;1174793898.0;0.3686;1147.346463;1.001;1.14643533
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3078825.0;0.0037;838001665.0;777.518;1.0;0.001;0.0;0.0;3205583245.0;2.974;5826769881.0;1.82;124.0;0.115;358767891.0;0.1119;1199454931.0;0.37420000000000003;1077.791193;1.001;1.076866803
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066959.0;0.0037;837503060.0;771.064;3.0;0.003;0.0;0.0;3176236315.0;2.924;5839096715.0;1.84;129.0;0.119;350512330.0;0.1104;1170153431.0;0.36840000000000006;1086.164886;1.001;1.085328092
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3071524.0;0.0037;838052949.0;733.494;2.0;0.002;0.0;0.0;3182077758.0;2.785;5841911156.0;1.84;128.0;0.112;351327224.0;0.1104;1169338322.0;0.3675;1142.548785;1.001;1.141561861
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067425.0;0.0037;837704500.0;766.66;1.0;0.001;0.0;0.0;3181985978.0;2.912;5840337377.0;1.84;127.0;0.116;349983472.0;0.11;1170182805.0;0.3678;1092.668072;1.001;1.091795725
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066209.0;0.0037;837943740.0;783.785;1.0;0.001;0.0;0.0;3171974260.0;2.967;5841958346.0;1.84;128.0;0.12;348636033.0;0.1099;1169131286.0;0.3686;1069.098402;1.001;1.068184817
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3063829.0;0.0037;837944628.0;783.948;2.0;0.002;0.0;0.0;3178526713.0;2.974;5841856843.0;1.84;126.0;0.118;351044894.0;0.1104;1175664455.0;0.3699;1068.87802;1.001;1.068015593
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3063073.0;0.0037;837901175.0;772.043;2.0;0.002;0.0;0.0;3179053427.0;2.929;5841825642.0;1.84;125.0;0.115;350812886.0;0.1104;1171275405.0;0.36840000000000006;1085.303865;1.001;1.084409434
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065171.0;0.0037;838080223.0;733.927;2.0;0.002;0.0;0.0;3180370594.0;2.785;5841974578.0;1.84;130.0;0.114;350805878.0;0.1103;1168006981.0;0.36729999999999996;1141.912814;1.001;1.140941917
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3064593.0;0.0037;838049058.0;733.73;1.0;0.001;0.0;0.0;3181116913.0;2.785;5841938101.0;1.84;129.0;0.113;351085295.0;0.1104;1168604784.0;0.3674;1142.176755;1.001;1.141183223
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3069241.0;0.0037;838089207.0;744.857;3.0;0.003;0.0;0.0;3185343223.0;2.831;5841953820.0;1.83;129.0;0.115;350928808.0;0.11019999999999999;1171076950.0;0.3676;1125.168358;1.001;1.124231808
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3069690.0;0.0037;837821762.0;760.03;2.0;0.002;0.0;0.0;3183984986.0;2.888;5836931374.0;1.83;129.0;0.117;350358515.0;0.11;1171039539.0;0.3678;1102.352855;1.001;1.101499642
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3064397.0;0.0037;837994313.0;758.031;1.0;0.001;0.0;0.0;3180313208.0;2.877;5841670760.0;1.84;127.0;0.115;350943744.0;0.1103;1168471987.0;0.3674;1105.488455;1.001;1.104566107
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3063619.0;0.0037;837967421.0;795.932;1.0;0.001;0.0;0.0;3181804073.0;3.022;5841416655.0;1.84;125.0;0.119;351286555.0;0.1104;1168887901.0;0.3674;1052.812966;1.001;1.051945989
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067410.0;0.0037;838059918.0;733.249;2.0;0.002;0.0;0.0;3183139233.0;2.785;5842124907.0;1.84;125.0;0.109;351165029.0;0.1103;1169884291.0;0.3675;1142.941156;1.001;1.14195827
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065975.0;0.0037;837985924.0;757.627;2.0;0.002;0.0;0.0;3183674282.0;2.878;5842506448.0;1.84;130.0;0.118;351052488.0;0.1103;1171563523.0;0.368;1106.0659;1.001;1.105120844
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3059053.0;0.0037;837874467.0;761.017;1.0;0.001;0.0;0.0;3182952728.0;2.891;5841062343.0;1.84;130.0;0.118;350810157.0;0.11019999999999999;1171101013.0;0.3679;1100.99252;1.001;1.100090482
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067136.0;0.0037;837893858.0;793.784;1.0;0.001;0.0;0.0;3183153720.0;3.016;5841257832.0;1.84;130.0;0.123;350474009.0;0.1101;1171659330.0;0.36810000000000004;1055.569327;1.001;1.054719097
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3070125.0;0.0037;838039328.0;732.923;7.0;0.006;1.0;0.001;3184628294.0;2.785;5842043145.0;1.83;128.0;0.112;353027469.0;0.1109;1170972063.0;0.3677;1143.421013;1.001;1.142490785
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067089.0;0.0037;838044007.0;733.365;1.0;0.001;0.0;0.0;3182654919.0;2.785;5842062546.0;1.84;127.0;0.111;351174101.0;0.1103;1169747385.0;0.3675;1142.737861;1.001;1.141752399
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3068392.0;0.0037;837958822.0;757.208;1.0;0.001;0.0;0.0;3183527802.0;2.877;5841251676.0;1.83;126.0;0.114;351129868.0;0.1103;1170270912.0;0.3676;1106.643549;1.001;1.105724722
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067496.0;0.0037;837961227.0;781.991;2.0;0.002;0.0;0.0;3188080149.0;2.975;5841979711.0;1.83;128.0;0.119;351303760.0;0.11019999999999999;1173877912.0;0.3682;1071.574554;1.001;1.070691326
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3078723.0;0.0037;837612236.0;720.506;1.0;0.001;0.0;0.0;3215091798.0;2.766;5839497771.0;1.82;131.0;0.113;364764928.0;0.11349999999999999;1209485398.0;0.3762;1162.533208;1.001;1.161572389
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067329.0;0.0037;837901790.0;783.088;1.0;0.001;0.0;0.0;3181613154.0;2.973;5841738729.0;1.84;125.0;0.117;350985756.0;0.1103;1169203057.0;0.3675;1069.997287;1.001;1.069087544
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3077784.0;0.0037;837960159.0;783.055;1.0;0.001;0.0;0.0;3183707792.0;2.975;5842028815.0;1.83;130.0;0.121;351135661.0;0.1103;1170996448.0;0.3678;1070.117168;1.001;1.069225924
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066217.0;0.0037;837918644.0;783.273;2.0;0.002;0.0;0.0;3180968959.0;2.974;5841099975.0;1.84;130.0;0.122;351093049.0;0.1104;1168744986.0;0.3674;1069.765611;1.001;1.068893819
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3109493.0;0.0037;838056183.0;733.73;1.0;0.001;0.0;0.0;3181104842.0;2.785;5842039029.0;1.84;130.0;0.114;351055320.0;0.1104;1168405819.0;0.36729999999999996;1142.185521;1.001;1.141198983
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3073168.0;0.0037;837918518.0;783.98;2.0;0.002;0.0;0.0;3172730705.0;2.968;5841432590.0;1.84;129.0;0.121;350888438.0;0.1106;1169330861.0;0.3686;1068.801218;1.001;1.067931997
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3069158.0;0.0037;838055902.0;733.856;2.0;0.002;0.0;0.0;3180529601.0;2.785;5841941375.0;1.84;126.0;0.11;350990382.0;0.1104;1168513683.0;0.3674;1141.989145;1.001;1.141010677
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3068742.0;0.0037;837972157.0;780.696;1.0;0.001;0.0;0.0;3184023609.0;2.966;5840707183.0;1.83;124.0;0.116;350670416.0;0.1101;1172520870.0;0.36829999999999996;1073.365269;1.001;1.072481978
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3064410.0;0.0037;838072533.0;676.255;3.0;0.002;1.0;0.001;3799938500.0;3.066;5829758469.0;1.53;129.0;0.104;477053868.0;0.1255;1796646908.0;0.4728;1239.285354;1.001;1.238275094
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065933.0;0.0037;837849186.0;798.683;1.0;0.001;0.0;0.0;3177649812.0;3.029;5840929948.0;1.84;128.0;0.122;350655363.0;0.1104;1169277702.0;0.368;1049.038042;1.001;1.048205498
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065222.0;0.0037;837542327.0;711.567;1.0;0.001;0.0;0.0;3174971945.0;2.697;5840170434.0;1.84;129.0;0.11;348259185.0;0.1097;1169609388.0;0.36840000000000006;1177.040101;1.001;1.176183526
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066359.0;0.0037;838060234.0;732.337;1.0;0.001;0.0;0.0;3187175107.0;2.785;5842126788.0;1.83;128.0;0.112;347952815.0;0.1092;1175347854.0;0.3688;1144.364949;1.001;1.143372063
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3075411.0;0.0037;838012319.0;759.116;1.0;0.001;0.0;0.0;3178328620.0;2.879;5841695352.0;1.84;128.0;0.116;352189088.0;0.1108;1172135706.0;0.3688;1103.931588;1.001;1.103003656
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067523.0;0.0037;838014730.0;772.654;2.0;0.002;0.0;0.0;3189142172.0;2.94;5841976175.0;1.83;127.0;0.117;351843912.0;0.1103;1178646606.0;0.3696;1084.593158;1.001;1.083705054
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3068817.0;0.0037;836108205.0;725.244;2.0;0.002;0.0;0.0;3210910519.0;2.785;5841948124.0;1.82;126.0;0.109;363166987.0;0.1131;1197288065.0;0.3729;1152.864556;1.001;1.151882586
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065877.0;0.0037;837430559.0;776.208;1.0;0.001;0.0;0.0;3180113746.0;2.948;5841748502.0;1.84;125.0;0.116;350862778.0;0.1103;1169059316.0;0.3676;1078.873841;1.001;1.077958796
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3066003.0;0.0037;838097695.0;733.112;6.0;0.005;0.0;0.0;3184012334.0;2.785;5842121301.0;1.83;130.0;0.114;353137362.0;0.1109;1170811252.0;0.3677;1143.20503;1.001;1.142253885
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065502.0;0.0037;837901877.0;805.677;2.0;0.002;0.0;0.0;3184543224.0;3.062;5836812213.0;1.83;125.0;0.12;351053402.0;0.11019999999999999;1172994697.0;0.36829999999999996;1039.997691;1.001;1.039150677
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3065330.0;0.0037;838035466.0;733.297;1.0;0.001;0.0;0.0;3182953625.0;2.785;5842157365.0;1.84;126.0;0.11;350779943.0;0.11019999999999999;1169767486.0;0.3675;1142.832407;1.001;1.14184134
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 256 -r 10 -t 4000000";"adevs_phold";2;2;256;10;4000000;3067902.0;0.0037;836856271.0;715.687;2.0;0.002;1.0;0.001;3183799092.0;2.723;5840236765.0;1.83;128.0;0.109;350232957.0;0.11;1171120205.0;0.3678;1169.304889;1.001;1.168449478
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";2;2;1024;10;4000000;3063809.0;0.0031;993668057.0;707.149;2.0;0.001;0.0;0.0;4170161048.0;2.968;6786695535.0;1.63;129.0;0.092;351632793.0;0.0843;1843620832.0;0.4421;1405.174532;1.001;1.403961601
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";2;2;1024;10;4000000;3062924.0;0.0031;995468036.0;715.151;1.0;0.001;0.0;0.0;4155916049.0;2.986;6786462312.0;1.63;125.0;0.09;351452070.0;0.08460000000000001;1835333937.0;0.4416;1391.968289;1.001;1.390760224
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";2;2;1024;10;4000000;3069990.0;0.0031;994965959.0;683.963;3.0;0.002;0.0;0.0;4161245567.0;2.861;6777744432.0;1.63;129.0;0.089;350363242.0;0.0842;1833297683.0;0.44060000000000005;1454.706826;1.001;1.453639931
"./build/Benchmark/adevs_phold classic -n 2 -s 2 -i 1024 -r 10 -t 4000000";"adevs_phold";2;2;1024;10;4000000;3064033.0;0.0031;995664430.0;684.214;3.0;0.002;0.0;0.0;4160786547.0;2.859;6779976899.0;1.63;130.0;0.089;350671343.0;0.0843;1834349273.0;0.4409;1455.193597;1.001;1.453930698
