 "command";"executable";"width";"depth";"end time" ;"branch-misses";"branch-misses (of all branches          (86.41%))";"branches";"branches (M/sec                    (85.84%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (M/sec)";"cycles";"cycles (GHz                      (87.41%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (70.61%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (84.64%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7376081.0;0.018799999999999997;392021709.0;562.052;127.0;0.182;8012.0;0.011;1660480128.0;2.381;1659829672.0;1.0;137.0;0.196;486511885.0;0.293;800741697.0;0.48219999999999996;697.482837;1.099;0.634565868
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7165491.0;0.0183;391182488.0;596.351;67.0;0.102;8073.0;0.012;1624912480.0;2.477;1642766848.0;1.01;133.0;0.203;462068632.0;0.2844;782525791.0;0.4816;655.960681;1.112;0.58980898
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7394107.0;0.018799999999999997;392372387.0;611.968;77.0;0.12;8030.0;0.013;1620040869.0;2.527;1643493512.0;1.01;137.0;0.214;455996489.0;0.2815;775428943.0;0.47859999999999997;641.164429;1.096;0.584781062
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7109472.0;0.0183;387663399.0;517.692;104.0;0.139;8041.0;0.011;1659193319.0;2.216;1626080397.0;0.98;136.0;0.182;489810020.0;0.2952;802447496.0;0.4836;748.829594;1.097;0.68275818
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7389930.0;0.019299999999999998;383479259.0;514.14;83.0;0.111;8087.0;0.011;1606980291.0;2.155;1607129797.0;1.0;134.0;0.18;464042756.0;0.2888;773523616.0;0.4814;745.866025;1.113;0.669858964
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7034754.0;0.0181;387915132.0;544.876;62.0;0.087;8080.0;0.011;1583443598.0;2.224;1610268224.0;1.02;131.0;0.184;465025063.0;0.2937;786806257.0;0.49689999999999995;711.932677;1.113;0.639848307
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7001041.0;0.0183;382400577.0;468.521;61.0;0.075;8098.0;0.01;1630214704.0;1.997;1594047616.0;0.98;136.0;0.167;469986085.0;0.2883;803730445.0;0.493;816.186458;1.114;0.732340501
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7271341.0;0.0187;388833842.0;580.629;75.0;0.112;8047.0;0.012;1627620973.0;2.43;1617029701.0;0.99;132.0;0.197;461087877.0;0.2833;780811923.0;0.4797;669.677061;1.107;0.60487419
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7064955.0;0.0182;388543151.0;603.233;77.0;0.12;8064.0;0.013;1613330070.0;2.505;1640426689.0;1.02;134.0;0.208;452424730.0;0.2804;772387140.0;0.4788;644.100951;1.111;0.579886886
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7269142.0;0.0187;389418002.0;505.921;61.0;0.079;8081.0;0.01;1634855644.0;2.124;1621984143.0;0.99;137.0;0.178;466270274.0;0.2852;790836071.0;0.48369999999999996;769.720923;1.118;0.688753864
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6980077.0;0.018000000000000002;386949406.0;634.321;67.0;0.11;8080.0;0.013;1602535429.0;2.627;1629979696.0;1.02;132.0;0.216;453899604.0;0.2832;748603381.0;0.4671;610.021563;1.108;0.55080007
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7142327.0;0.018600000000000002;384407689.0;575.58;59.0;0.088;8081.0;0.012;1614586336.0;2.418;1611040993.0;1.0;132.0;0.198;457581475.0;0.2834;768189853.0;0.4758;667.861008;1.109;0.602304648
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7023953.0;0.018000000000000002;389193791.0;631.256;88.0;0.143;8081.0;0.013;1622532595.0;2.632;1601561337.0;0.99;137.0;0.222;455041992.0;0.2805;784208600.0;0.4833;616.538873;1.112;0.554357752
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7013728.0;0.0182;384829575.0;568.926;88.0;0.13;8076.0;0.012;1620609634.0;2.396;1596666409.0;0.99;134.0;0.198;458558163.0;0.28300000000000003;780098332.0;0.4814;676.414291;1.109;0.609842851
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6952995.0;0.0183;380928601.0;557.537;69.0;0.101;8102.0;0.012;1599900313.0;2.342;1626734169.0;1.02;137.0;0.201;443613852.0;0.2773;739073376.0;0.4619;683.234404;1.117;0.611420025
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6768567.0;0.018000000000000002;376947825.0;500.363;73.0;0.097;8102.0;0.011;1620960588.0;2.152;1590423431.0;0.98;135.0;0.179;464280798.0;0.2864;789578523.0;0.48710000000000003;753.34944;1.115;0.675699629
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7157872.0;0.0183;391885801.0;502.438;75.0;0.096;8098.0;0.01;1616583632.0;2.073;1609644271.0;1.0;138.0;0.177;454972974.0;0.2814;786120545.0;0.4863;779.969156;1.121;0.695491734
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7064604.0;0.018000000000000002;391426607.0;629.869;70.0;0.113;8069.0;0.013;1615881887.0;2.6;1651154922.0;1.02;136.0;0.219;446475673.0;0.2763;771703884.0;0.47759999999999997;621.441111;1.109;0.560460622
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7202515.0;0.0184;390606669.0;597.049;76.0;0.116;8057.0;0.012;1638857110.0;2.505;1630463474.0;0.99;132.0;0.202;451762875.0;0.2757;778996889.0;0.4753;654.228641;1.114;0.587489157
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6891006.0;0.0177;389885329.0;576.636;100.0;0.148;8056.0;0.012;1617150938.0;2.392;1617242742.0;1.0;133.0;0.197;469291806.0;0.2902;777394471.0;0.4807;676.137527;1.094;0.61786641
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7621183.0;0.0197;387227607.0;613.462;100.0;0.158;8016.0;0.013;1645788097.0;2.607;1641430790.0;1.0;136.0;0.215;477622110.0;0.2902;796444591.0;0.4839;631.217253;1.1;0.573733677
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6666389.0;0.0173;384551977.0;516.996;68.0;0.091;8080.0;0.011;1631653998.0;2.194;1624472350.0;1.0;135.0;0.181;481015267.0;0.2948;797367141.0;0.48869999999999997;743.819455;1.111;0.669402581
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7086258.0;0.0183;387137780.0;638.449;70.0;0.115;8055.0;0.013;1611369481.0;2.657;1613836332.0;1.0;136.0;0.224;450023985.0;0.2793;766556769.0;0.4757;606.372433;1.103;0.549783606
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7051660.0;0.0183;384293600.0;495.143;77.0;0.099;8111.0;0.01;1666953734.0;2.148;1591899263.0;0.95;136.0;0.175;499733258.0;0.2998;824151499.0;0.49439999999999995;776.126431;1.114;0.696499905
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7282583.0;0.018799999999999997;386812128.0;596.239;65.0;0.1;8089.0;0.012;1613938384.0;2.488;1623576486.0;1.01;135.0;0.208;469104468.0;0.2907;771024918.0;0.4777;648.753635;1.115;0.581960598
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7471852.0;0.019299999999999998;387528699.0;549.992;83.0;0.118;8041.0;0.011;1634154416.0;2.319;1635436148.0;1.0;138.0;0.196;471174576.0;0.2883;799251019.0;0.4891;704.608004;1.109;0.635156812
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7100816.0;0.0184;386324099.0;447.588;75.0;0.087;8100.0;0.009;1621861497.0;1.879;1645038874.0;1.01;134.0;0.155;468141876.0;0.28859999999999997;776403857.0;0.47869999999999996;863.125052;1.123;0.768619554
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7720230.0;0.020099999999999996;383979829.0;593.792;83.0;0.128;8055.0;0.012;1620787089.0;2.506;1593628422.0;0.98;137.0;0.212;452935645.0;0.27949999999999997;776171538.0;0.4789;646.656597;1.101;0.587540764
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6626211.0;0.017;390515903.0;596.337;70.0;0.107;8112.0;0.012;1588349663.0;2.425;1615778951.0;1.02;134.0;0.205;443687737.0;0.2793;772562917.0;0.4864;654.857306;1.119;0.585442363
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7273257.0;0.0187;388096811.0;622.657;92.0;0.148;8033.0;0.013;1604727915.0;2.575;1661377768.0;1.04;134.0;0.215;456023043.0;0.2842;769988887.0;0.47979999999999995;623.291228;1.103;0.565052789
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6917592.0;0.0178;387848117.0;634.277;76.0;0.124;8033.0;0.013;1609143426.0;2.632;1602009446.0;1.0;137.0;0.224;454964017.0;0.2827;781094061.0;0.4854;611.480295;1.099;0.556573573
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6978974.0;0.0182;384183897.0;574.93;73.0;0.109;8089.0;0.012;1590476251.0;2.38;1571910044.0;0.99;137.0;0.205;445001665.0;0.2798;767228464.0;0.4824;668.227544;1.109;0.602522644
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7233004.0;0.018799999999999997;385185154.0;623.701;58.0;0.094;8055.0;0.013;1608403455.0;2.604;1610242900.0;1.0;136.0;0.22;447786032.0;0.2784;767556700.0;0.4772;617.579746;1.111;0.55608573
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6362029.0;0.0163;389584259.0;483.183;71.0;0.088;8112.0;0.01;1606671207.0;1.993;1652281391.0;1.03;138.0;0.171;467101614.0;0.2907;774628701.0;0.48210000000000003;806.286638;1.12;0.719830643
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6239650.0;0.016399999999999998;379858275.0;571.133;62.0;0.093;8092.0;0.012;1590922060.0;2.392;1601738341.0;1.01;138.0;0.207;455761553.0;0.2865;773686314.0;0.4863;665.095998;1.117;0.595525506
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6643378.0;0.0172;385327704.0;624.363;78.0;0.126;8056.0;0.013;1604083980.0;2.599;1609770276.0;1.0;132.0;0.214;457279160.0;0.2851;772288559.0;0.4815;617.153778;1.103;0.559367682
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7251233.0;0.0187;388108412.0;591.642;80.0;0.122;8040.0;0.012;1638704615.0;2.498;1647371307.0;1.01;136.0;0.207;469150941.0;0.2863;794709746.0;0.485;655.985302;1.109;0.59143035
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6353137.0;0.0166;382588010.0;593.566;78.0;0.121;8118.0;0.013;1580418940.0;2.452;1593771094.0;1.01;137.0;0.213;448796251.0;0.284;769063357.0;0.4866;644.558966;1.111;0.580115349
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7937244.0;0.0203;390544678.0;561.993;101.0;0.145;8028.0;0.012;1645313130.0;2.368;1629230592.0;0.99;137.0;0.197;475094878.0;0.2888;795862265.0;0.48369999999999996;694.927656;1.103;0.629906815
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6827046.0;0.0175;389204737.0;650.948;91.0;0.152;8025.0;0.013;1609293668.0;2.692;1647216219.0;1.02;137.0;0.229;462187751.0;0.2872;779877834.0;0.48460000000000003;597.904216;1.096;0.54528788
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7152391.0;0.0187;383265350.0;521.607;87.0;0.118;8088.0;0.011;1623830210.0;2.21;1642629854.0;1.01;135.0;0.184;451943121.0;0.2783;781530087.0;0.4813;734.777496;1.115;0.658747124
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7076568.0;0.018000000000000002;394159804.0;623.938;103.0;0.163;8013.0;0.013;1615986540.0;2.558;1664051851.0;1.03;131.0;0.207;455478437.0;0.28190000000000004;767668463.0;0.475;631.728844;1.105;0.571852617
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7370704.0;0.019;387437519.0;614.101;60.0;0.095;8094.0;0.013;1596965572.0;2.531;1611555929.0;1.01;135.0;0.214;451670512.0;0.2828;769903908.0;0.48210000000000003;630.901654;1.112;0.567339255
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7326136.0;0.019;385858382.0;572.282;81.0;0.12;8050.0;0.012;1625632556.0;2.411;1619504642.0;1.0;136.0;0.202;468325398.0;0.28809999999999997;795359638.0;0.4893;674.245583;1.105;0.610223261
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7346995.0;0.019;386731415.0;620.771;62.0;0.1;8069.0;0.013;1618918864.0;2.599;1639939740.0;1.01;133.0;0.213;453678915.0;0.2802;772445701.0;0.4771;622.985161;1.11;0.561293643
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6733975.0;0.0172;392612976.0;548.515;101.0;0.141;8024.0;0.011;1630783923.0;2.278;1659305746.0;1.02;135.0;0.189;471613612.0;0.2892;799572483.0;0.4903;715.773824;1.102;0.649730773
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6695887.0;0.0175;383050175.0;480.44;84.0;0.105;8102.0;0.01;1591101948.0;1.996;1630171319.0;1.02;136.0;0.171;453692954.0;0.2851;765186338.0;0.48090000000000005;797.289752;1.121;0.711250922
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;6486328.0;0.0168;386580014.0;575.237;87.0;0.129;8048.0;0.012;1606218193.0;2.39;1615253025.0;1.01;138.0;0.205;444192128.0;0.27649999999999997;770835715.0;0.4799;672.03627;1.109;0.605952127
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7182357.0;0.0184;389408190.0;579.645;99.0;0.147;8016.0;0.012;1638857773.0;2.439;1631798505.0;1.0;137.0;0.204;477575438.0;0.2914;797824173.0;0.4868;671.80511;1.098;0.611777017
"./build/Benchmark/dxexmachina_devstone classic  -w 2 -d 1 -t 4000000";"dxexmachina_devstone";2;1;4000000;7365899.0;0.018799999999999997;392803180.0;489.141;97.0;0.121;8087.0;0.01;1660351655.0;2.068;1627105982.0;0.98;136.0;0.169;475192805.0;0.2862;792291083.0;0.4772;803.046453;1.114;0.720978638
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8613470.0;0.016;536726865.0;719.089;117.0;0.157;8034.0;0.011;2067460302.0;2.77;2226754822.0;1.08;139.0;0.186;539159532.0;0.2608;951714003.0;0.4603;746.398779;1.082;0.689755709
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8540354.0;0.016;535072740.0;706.601;118.0;0.156;8019.0;0.011;2051913612.0;2.71;2198697323.0;1.07;137.0;0.181;540079811.0;0.2632;948023740.0;0.462;757.2488;1.083;0.699402071
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;7998904.0;0.0151;530692094.0;608.574;75.0;0.086;8071.0;0.009;2075270178.0;2.38;2219117906.0;1.07;139.0;0.159;553342103.0;0.2666;966038526.0;0.46549999999999997;872.025595;1.095;0.796598021
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;9077053.0;0.0171;529824259.0;641.39;58.0;0.07;8083.0;0.01;2060898472.0;2.495;2197591097.0;1.07;136.0;0.165;568068496.0;0.2756;975908682.0;0.47350000000000003;826.056648;1.091;0.756871914
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8665080.0;0.0163;531681046.0;652.158;45.0;0.055;8077.0;0.01;2041335565.0;2.504;2201089531.0;1.08;138.0;0.169;538857626.0;0.264;951194666.0;0.466;815.264099;1.09;0.74787963
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8549399.0;0.016;533144112.0;452.999;56.0;0.048;8062.0;0.007;2075558231.0;1.764;2202759180.0;1.06;138.0;0.117;556507097.0;0.2681;966021836.0;0.4654;1176.922353;1.097;1.072592763
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8357841.0;0.015700000000000002;532584439.0;615.134;82.0;0.095;8054.0;0.009;2065746928.0;2.386;2198331888.0;1.06;137.0;0.158;540837052.0;0.2618;946415756.0;0.4581;865.802926;1.088;0.795418542
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;9108857.0;0.0172;529341097.0;654.582;104.0;0.129;8035.0;0.01;2109270876.0;2.608;2185893137.0;1.04;138.0;0.171;564868121.0;0.26780000000000004;988688727.0;0.46869999999999995;808.670726;1.083;0.746706126
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8622282.0;0.0163;529587771.0;526.63;63.0;0.063;8079.0;0.008;2057704492.0;2.046;2199183584.0;1.07;138.0;0.137;544812015.0;0.2648;972398207.0;0.47259999999999996;1005.615627;1.095;0.91802522
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;8329595.0;0.015600000000000001;532958770.0;714.395;82.0;0.11;8013.0;0.011;2069412556.0;2.774;2201782950.0;1.06;139.0;0.186;549684280.0;0.2656;967579126.0;0.46759999999999996;746.028199;1.084;0.688196685
"./build/Benchmark/dxexmachina_devstone classic  -w 3 -d 1 -t 4000000";"dxexmachina_devstone";3;1;4000000;9036501.0;0.0169;534187817.0;665.676;54.0;0.067;8076.0;0.01;2068121633.0;2.577;2200256504.0;1.06;134.0;0.167;555974567.0;0.2688;973783964.0;0.47090000000000004;802.474399;1.091;0.735322054
